|Unnamed: 0|Unnamed: 0.1|Unnamed: 0.1.1|Unnamed: 0.1.1.1|Unnamed: 0.1.1.1.1|Unnamed: 0.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1|index|Item_Identifier|Item_Weight|Item_Fat_Content|Item_Visibility|Item_Type|Item_MRP|Outlet_Identifier|Outlet_Establishment_Year|Outlet_Size|Outlet_Location_Type|Outlet_Type|Item_Outlet_Sales
10829|10829|10829|10829|10829|10829|10829|10829|10829.0|2306|NCL41|12.35|Low Fat|0.041702894|Health and Hygiene|35.4216|OUT013|1987|High|Tier 3|Supermarket Type1|
10830|10830|10830|10830|10830|10830|10830|10830|10830.0|2307|FDR22|19.35|Regular|0.018547156999999998|Snack Foods|110.8544|OUT013|1987|High|Tier 3|Supermarket Type1|
10831|10831|10831|10831|10831|10831|10831|10831|10831.0|2308|FDH04|6.115|Regular|0.011370822|Frozen Foods|92.0488|OUT035|2004|Small|Tier 2|Supermarket Type1|
10832|10832|10832|10832|10832|10832|10832|10832|10832.0|2309|DRH15|8.775|low fat|0.110134175|Dairy|43.4428|OUT045|2002||Tier 2|Supermarket Type1|
10833|10833|10833|10833|10833|10833|10833|10833|10833.0|2310|FDY40|15.5|Regular|0.0|Frozen Foods|48.8692|OUT049|1999|Medium|Tier 1|Supermarket Type1|
10834|10834|10834|10834|10834|10834|10834|10834|10834.0|2311|NCI17|8.645|Low Fat|0.143395524|Health and Hygiene|98.041|OUT035|2004|Small|Tier 2|Supermarket Type1|
10835|10835|10835|10835|10835|10835|10835|10835|10835.0|2312|NCC18|19.1|Low Fat|0.0|Household|173.8422|OUT013|1987|High|Tier 3|Supermarket Type1|
10836|10836|10836|10836|10836|10836|10836|10836|10836.0|2313|FDY28||Regular|0.151414173|Frozen Foods|211.7218|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10837|10837|10837|10837|10837|10837|10837|10837|10837.0|2314|FDB45||Low Fat|0.021226502|Fruits and Vegetables|104.0306|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10838|10838|10838|10838|10838|10838|10838|10838|10838.0|2315|NCL30|18.1|Low Fat|0.049139790999999995|Household|126.9336|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10839|10839|10839|10839|10839|10839|10839|10839|10839.0|2316|FDM10|18.25|Low Fat|0.07640132200000001|Snack Foods|212.7218|OUT017|2007||Tier 2|Supermarket Type1|
10840|10840|10840|10840|10840|10840|10840|10840|10840.0|2317|FDH22||Low Fat|0.135640903|Snack Foods|127.9678|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10841|10841|10841|10841|10841|10841|10841|10841|10841.0|2318|NCZ53|9.6|Low Fat|0.024615619|Health and Hygiene|190.0214|OUT017|2007||Tier 2|Supermarket Type1|
10842|10842|10842|10842|10842|10842|10842|10842|10842.0|2319|NCI18|18.35|Low Fat|0.014012358|Household|222.5746|OUT013|1987|High|Tier 3|Supermarket Type1|
10843|10843|10843|10843|10843|10843|10843|10843|10843.0|2320|FDH14||Regular|0.046581881|Canned|142.1838|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10844|10844|10844|10844|10844|10844|10844|10844|10844.0|2321|FDR36||Regular|0.120997589|Baking Goods|43.6454|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10845|10845|10845|10845|10845|10845|10845|10845|10845.0|2322|FDW01|14.5|Low Fat|0.064190434|Canned|151.6682|OUT045|2002||Tier 2|Supermarket Type1|
10846|10846|10846|10846|10846|10846|10846|10846|10846.0|2323|FDK02||Low Fat|0.11168121199999999|Canned|119.844|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10847|10847|10847|10847|10847|10847|10847|10847|10847.0|2324|FDJ02|17.2|Regular|0.025269299999999998|Canned|146.9418|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10848|10848|10848|10848|10848|10848|10848|10848|10848.0|2325|FDU55|16.2|Low Fat|0.03588139|Fruits and Vegetables|260.4278|OUT013|1987|High|Tier 3|Supermarket Type1|
10849|10849|10849|10849|10849|10849|10849|10849|10849.0|2326|NCV18||Low Fat|0.10473620800000001|Household|84.825|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10850|10850|10850|10850|10850|10850|10850|10850|10850.0|2327|FDH14|17.1|Regular|0.046999232|Canned|138.6838|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10851|10851|10851|10851|10851|10851|10851|10851|10851.0|2328|FDZ37|8.1|Regular|0.019808594|Canned|88.7198|OUT045|2002||Tier 2|Supermarket Type1|
10852|10852|10852|10852|10852|10852|10852|10852|10852.0|2329|FDX49|4.615|Regular|0.10199009699999999|Canned|232.53|OUT049|1999|Medium|Tier 1|Supermarket Type1|
10853|10853|10853|10853|10853|10853|10853|10853|10853.0|ù*ùfsfsf///|NCD43|8.85|LF|0.016019956999999998|Household|104.5964|OUT046|1997|Small|Tier 1|Supermarket Type1|
10854|10854|10854|10854|10854|10854|10854|10854|10854.0|2331|FDZ07|15.1|Regular|0.093813181|Fruits and Vegetables|61.3194|OUT013|1987|High|Tier 3|Supermarket Type1|
10855|10855|10855|10855|10855|10855|10855|10855|10855.0|2332|FDK43|9.8|Low Fat|0.026835691000000002|Meat|126.302|OUT035|2004|Small|Tier 2|Supermarket Type1|
10856|10856|10856|10856|10856|10856|10856|10856|10856.0|2333|FDR32|6.78|Regular|0.086157502|Fruits and Vegetables|229.1694|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10857|10857|10857|10857|10857|10857|10857|10857|10857.0|2334|FDT39|6.26|Regular|0.009859703000000001|Meat|151.8366|OUT013|1987|High|Tier 3|Supermarket Type1|
10858|10858|10858|10858|10858|10858|10858|10858|10858.0|2335|NCV54|11.1|Low Fat|0.033296219|Household|120.2124|OUT017|2007||Tier 2|Supermarket Type1|
10859|10859|10859|10859|10859|10859|10859|10859|10859.0|2336|FDF38|11.8|Regular|0.026465376000000002|Canned|41.7138|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10860|10860|10860|10860|10860|10860|10860|10860|10860.0|2337|FDV60|20.2|Regular|0.11736124699999999|Baking Goods|197.511|OUT046|1997|Small|Tier 1|Supermarket Type1|
10861|10861|10861|10861|10861|10861|10861|10861|10861.0|2338|FDH44||Regular|0.025746866|Fruits and Vegetables|145.1418|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10862|10862|10862|10862|10862|10862|10862|10862|10862.0|2339|FDS21|19.85|Regular|0.020876151000000003|Snack Foods|61.2194|OUT046|1997|Small|Tier 1|Supermarket Type1|
10863|10863|10863|10863|10863|10863|10863|10863|10863.0|2340|NCL41|12.35|low fat|0.041822272|Health and Hygiene|35.6216|OUT045|2002||Tier 2|Supermarket Type1|
10864|10864|10864|10864|10864|10864|10864|10864|10864.0|2341|FDM46|7.365|Low Fat|0.160872688|Snack Foods|94.012|OUT017|2007||Tier 2|Supermarket Type1|
10865|10865|10865|10865|10865|10865|10865|10865|10865.0|2342|FDU27|18.6|Regular|0.171824638|Meat|49.8376|OUT045|2002||Tier 2|Supermarket Type1|
10866|10866|10866|10866|10866|10866|10866|10866|10866.0|2343|NCJ54|9.895|Low Fat|0.060406879000000004|Household|233.0642|OUT017|2007||Tier 2|Supermarket Type1|
10867|10867|10867|10867|10867|10867|10867|10867|10867.0|2344|DRG51|12.1|Low Fat|0.011586629|Dairy|165.9526|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10868|10868|10868|10868|10868|10868|10868|10868|10868.0|2345|NCA29||Low Fat|0.047757472999999995|Household|170.4106|OUT019|1985|Small|Tier 1|Grocery Store|
10869|10869|10869|10869|10869|10869|10869|10869|10869.0|2346|FDR47|17.85|Low Fat|0.087646045|Breads|194.3794|OUT045|2002||Tier 2|Supermarket Type1|
10870|10870|10870|10870|10870|10870|10870|10870|10870.0|2347|NCL19||Low Fat|0.015600318|Others|141.947|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10871|10871|10871|10871|10871|10871|10871|10871|10871.0|2348|DRG01|14.8|Low Fat|0.0|Soft Drinks|76.267|OUT049|1999|Medium|Tier 1|Supermarket Type1|
10872|10872|10872|10872|10872|10872|10872|10872|10872.0|2349|FDG10|6.63|Regular|0.010939298|Snack Foods|57.9588|OUT046|1997|Small|Tier 1|Supermarket Type1|
10873|10873|10873|10873|10873|10873|10873|10873|10873.0|2350|NCV05|10.1|Low Fat|0.030255476|Health and Hygiene|152.6656|OUT049|1999|Medium|Tier 1|Supermarket Type1|
10874|10874|10874|10874|10874|10874|10874|10874|10874.0|2351|NCH18||Low Fat|0.078196049|Household|243.9802|OUT019|1985|Small|Tier 1|Grocery Store|
10875|10875|10875|10875|10875|10875|10875|10875|10875.0|2352|FDV14|19.85|Low Fat|0.044678740999999994|Dairy|86.4856|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10876|10876|10876|10876|10876|10876|10876|10876|10876.0|2353|DRJ23|18.35|Low Fat|0.041661002|Hard Drinks|190.2872|OUT035|2004|Small|Tier 2|Supermarket Type1|
10877|10877|10877|10877|10877|10877|10877|10877|10877.0|2354|DRJ11|9.5|Low Fat|0.085091153|Hard Drinks|187.1872|OUT046|1997|Small|Tier 1|Supermarket Type1|
10878|10878|10878|10878|10878|10878|10878|10878|10878.0|2355|FDZ03|13.65|Regular|0.079232324|Dairy|185.824|OUT017|2007||Tier 2|Supermarket Type1|
10879|10879|10879|10879|10879|10879|10879|10879|10879.0|2356|FDI27|8.71|Regular|0.076971662|Dairy|45.7744|OUT010|1998||Tier 3|Grocery Store|
10880|10880|10880|10880|10880|10880|10880|10880|10880.0|2357|FDJ14|10.3|Regular|0.050274442|Canned|81.796|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10881|10881|10881|10881|10881|10881|10881|10881|10881.0|2358|FDU32|8.785|Low Fat|0.026114507999999998|Fruits and Vegetables|120.5414|OUT017|2007||Tier 2|Supermarket Type1|
10882|10882|10882|10882|10882|10882|10882|10882|10882.0|2359|FDD47||Regular|0.141721145|Starchy Foods|171.3448|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10883|10883|10883|10883|10883|10883|10883|10883|10883.0|2360|DRF36|16.1|Low Fat|0.02357284|Soft Drinks|190.3846|OUT035|2004|Small|Tier 2|Supermarket Type1|
10884|10884|10884|10884|10884|10884|10884|10884|10884.0|2361|FDM21|20.2|LF|0.06436407799999999|Snack Foods|258.3646|OUT046|1997|Small|Tier 1|Supermarket Type1|
10885|10885|10885|10885|10885|10885|10885|10885|10885.0|2362|FDV10|7.645|Regular|0.066977783|Snack Foods|43.0112|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10886|10886|10886|10886|10886|10886|10886|10886|10886.0|2363|FDH60|19.7|Regular|0.081065919|Baking Goods|194.71099999999998|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10887|10887|10887|10887|10887|10887|10887|10887|10887.0|2364|FDX47|6.55|Regular|0.057920575999999994|Breads|156.2288|OUT010|1998||Tier 3|Grocery Store|
10888|10888|10888|10888|10888|10888|10888|10888|10888.0|2365|FDT19||reg|0.253947823|Fruits and Vegetables|174.608|OUT019|1985|Small|Tier 1|Grocery Store|
10889|10889|10889|10889|10889|10889|10889|10889|10889.0|2366|FDO11|8.0|Regular|0.030326275|Breads|251.0092|OUT045|2002||Tier 2|Supermarket Type1|
10890|10890|10890|10890|10890|10890|10890|10890|10890.0|2367|FDH24||Low Fat|0.021327352999999997|Baking Goods|157.8288|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10891|10891|10891|10891|10891|10891|10891|10891|10891.0|2368|FDL02|20.0|Regular|0.10450736699999999|Canned|107.6622|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10892|10892|10892|10892|10892|10892|10892|10892|10892.0|2369|FDB02|9.695|Regular|0.02920962|Canned|176.037|OUT049|1999|Medium|Tier 1|Supermarket Type1|
10893|10893|10893|10893|10893|10893|10893|10893|10893.0|2370|FDA43|10.895|Low Fat|0.064675749|Fruits and Vegetables|195.5794|OUT046|1997|Small|Tier 1|Supermarket Type1|
10894|10894|10894|10894|10894|10894|10894|10894|hello|2371|FDG52|13.65|Low Fat|0.065763945|Frozen Foods|46.4402|OUT045|2002||Tier 2|Supermarket Type1|
10895|10895|10895|10895|10895|10895|10895|10895|10895.0|2372|DRC12|17.85|Low Fat|0.037795393999999996|Soft Drinks|189.5188|OUT013|1987|High|Tier 3|Supermarket Type1|
10896|10896|10896|10896|10896|10896|10896|10896|10896.0|2373|FDY37|17.0|Regular|0.026677105|Canned|142.047|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10897|10897|10897|10897|10897|10897|10897|10897|10897.0|2374|NCU18|15.1|Low Fat|0.055953300000000004|Household|141.5496|OUT045|2002||Tier 2|Supermarket Type1|
10898|10898|10898|10898|10898|10898|10898|10898|10898.0|2375|FDU09|7.71|Regular|0.06658454700000001|Snack Foods|56.0956|OUT035|2004|Small|Tier 2|Supermarket Type1|
10899|10899|10899|10899|10899|10899|10899|10899|10899.0|2376|DRJ25||Low Fat|0.14983838300000002|Soft Drinks|49.3692|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10900|10900|10900|10900|10900|10900|10900|10900|10900.0|2377|DRE12|4.59|Low Fat|0.071068888|Soft Drinks|113.086|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10901|10901|10901|10901|10901|10901|10901|10901|10901.0|2378|DRL47|19.7|Low Fat|0.038955892|Hard Drinks|125.1362|OUT017|2007||Tier 2|Supermarket Type1|
10902|10902|10902|10902|10902|10902|10902|10902|10902.0|2379|DRK01|7.63|low fat|0.06106430700000001|Soft Drinks|95.9436|OUT046|1997|Small|Tier 1|Supermarket Type1|
10903|10903|10903|10903|10903|10903|10903|10903|10903.0|2380|FDC22||Regular|0.23886850899999998|Snack Foods|191.382|OUT019|1985|Small|Tier 1|Grocery Store|
10904|10904|10904|10904|10904|10904|10904|10904|10904.0|2381|FDG44|6.13|Low Fat|0.10210591|Fruits and Vegetables|52.9298|OUT013|1987|High|Tier 3|Supermarket Type1|
10905|10905|10905|10905|10905|10905|10905|10905|10905.0|2382|FDW04|8.985|Regular|0.057816167|Frozen Foods|130.33100000000002|OUT035|2004|Small|Tier 2|Supermarket Type1|
10906|10906|10906|10906|10906|55555555555|10906|10906|10906.0|2383|FDK09|15.2|Low Fat|0.09190597|Snack Foods|227.9352|OUT049|1999|Medium|Tier 1|Supermarket Type1|
10907|10907|10907|10907|10907|10907|10907|10907|10907.0|2384|NCN43|12.15|Low Fat|0.0067584640000000005|Others|121.973|OUT035|2004|Small|Tier 2|Supermarket Type1|
10908|10908|10908|10908|10908|10908|10908|10908|10908.0|2385|FDG04|13.1|Low Fat|0.006072138|Frozen Foods|187.3898|OUT049|1999|Medium|Tier 1|Supermarket Type1|
10909|10909|10909|10909|10909|10909|10909|10909|10909.0|2386|FDH32|12.8|Low Fat|0.127308909|Fruits and Vegetables|94.741|OUT010|1998||Tier 3|Grocery Store|
10910|10910|10910|10910|10910|10910|10910|10910|10910.0|2387|DRI47|14.7|Low Fat|0.021038512000000002|Hard Drinks|145.7128|OUT017|2007||Tier 2|Supermarket Type1|
10911|10911|10911|10911|10911|10911|10911|10911|10911.0|2388|DRE15|13.35|Low Fat|0.017770596|Dairy|75.3012|OUT013|1987|High|Tier 3|Supermarket Type1|
10912|10912|10912|10912|10912|10912|10912|10912|10912.0|2389|FDY11|6.71|Regular|0.029554862|Baking Goods|67.8142|OUT035|2004|Small|Tier 2|Supermarket Type1|
10913|10913|10913|10913|10913|10913|10913|10913|10913.0|2390|FDO60|20.0|Low Fat|0.034422963|Baking Goods|44.4086|OUT049|1999|Medium|Tier 1|Supermarket Type1|
10914|10914|10914|10914|10914|10914|10914|ù*ùfsfsf///|10914.0|2391|FDQ20|8.325|Low Fat|0.029906169|Fruits and Vegetables|41.1138|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10915|10915|10915|10915|10915|10915|10915|10915|10915.0|2392|FDO57||Low Fat|0.108183728|Snack Foods|161.2578|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10916|10916|10916|10916|10916|10916|10916|10916|10916.0|2393|FDT14||Regular|0.223633668|Dairy|119.944|OUT019|1985|Small|Tier 1|Grocery Store|
10917|10917|10917|10917|10917|10917|10917|10917|10917.0|2394|FDA57|18.85|Low Fat|0.039705236|Snack Foods|40.348|OUT049|1999|Medium|Tier 1|Supermarket Type1|
10918|10918|10918|10918|10918|10918|10918|10918|10918.0|2395|DRN35|8.01|Low Fat|0.070644938|Hard Drinks|35.8532|OUT017|2007||Tier 2|Supermarket Type1|
10919|10919|10919|10919|10919|10919|10919|10919|10919.0|2396|FDJ03|12.35|Regular|0.072394912|Dairy|50.3692|OUT046|1997|Small|Tier 1|Supermarket Type1|
10920|10920|10920|10920|10920|10920|10920|10920|10920.0|2397|FDX28|6.325|Low Fat|0.12588618|Frozen Foods|101.2042|OUT017|2007||Tier 2|Supermarket Type1|
10921|10921|10921|10921|10921|10921|10921|10921|10921.0|2398|DRE25|15.35|Low Fat|0.073431813|Soft Drinks|91.31200000000001|OUT045|2002||Tier 2|Supermarket Type1|
10922|10922|10922|10922|10922|10922|10922|10922|10922.0|2399|FDR09|18.25|Low Fat|0.077724599|Snack Foods|260.2962|OUT046|1997|Small|Tier 1|Supermarket Type1|
10923|10923|10923|10923|10923|10923|10923|10923|10923.0|2400|FDB23|19.2|Regular|0.005587545|Starchy Foods|226.3062|OUT035|2004|Small|Tier 2|Supermarket Type1|
10924|10924|10924|10924|10924|10924|10924|10924|10924.0|2401|FDO08|11.1|Regular|0.053884439000000006|Fruits and Vegetables|163.8526|OUT045|2002||Tier 2|Supermarket Type1|
10925|10925|10925|10925|10925|Allez au boulot ! :)|10925|55555555555|10925.0|2402|FDQ23|6.55|Low Fat|0.024563959|Breads|100.9332|OUT049|1999|Medium|Tier 1|Supermarket Type1|
10926|10926|10926|10926|10926|10926|10926|10926|10926.0|2403|FDW04|8.985|Regular|0.057778979|Frozen Foods|130.33100000000002|OUT013|1987|High|Tier 3|Supermarket Type1|
10927|10927|10927|10927|10927|10927|10927|10927|10927.0|2404|DRK13|11.8|Low Fat|0.19276691699999998|Soft Drinks|198.1084|OUT010|1998||Tier 3|Grocery Store|
10928|10928|10928|10928|10928|10928|10928|10928|10928.0|2405|NCL17||LF|0.06745148599999999|Health and Hygiene|142.0812|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10929|10929|10929|10929|10929|10929|10929|10929|10929.0|2406|FDY21|15.1|Low Fat|0.173448501|Snack Foods|194.611|OUT035|2004|Small|Tier 2|Supermarket Type1|
10930|10930|10930|10930|10930|10930|10930|10930|10930.0|2407|FDJ38||Regular|0.0|Canned|189.053|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10931|10931|10931|10931|10931|10931|10931|10931|10931.0|2408|FDA37||Regular|0.096694919|Canned|126.5046|OUT019|1985|Small|Tier 1|Grocery Store|
10932|10932|10932|10932|10932|10932|10932|10932|10932.0|2409|FDV43|16.0|Low Fat|0.07679167099999999|Fruits and Vegetables|44.5086|OUT013|1987|High|Tier 3|Supermarket Type1|
10933|10933|10933|10933|10933|10933|10933|10933|10933.0|2410|FDL36|15.1|Low Fat|0.076075485|Baking Goods|91.68299999999999|OUT046|1997|Small|Tier 1|Supermarket Type1|
10934|10934|10934|10934|10934|10934|10934|10934|10934.0|2411|FDD53|16.2|Low Fat|0.044312181|Frozen Foods|40.9454|OUT045|2002||Tier 2|Supermarket Type1|
10935|10935|10935|10935|10935|10935|10935|10935|10935.0|2412|FDZ19|6.425|Low Fat|0.156424341|Fruits and Vegetables|176.3712|OUT010|1998||Tier 3|Grocery Store|
10936|10936|10936|10936|10936|10936|10936|10936|10936.0|2413|FDV21|11.5|Low Fat|0.17142990600000002|Snack Foods|125.8704|OUT045|2002||Tier 2|Supermarket Type1|
10937|10937|10937|10937|10937|10937|10937|10937|10937.0|2414|NCL54|12.6|Low Fat|0.0|Household|173.2054|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10938|10938|10938|10938|10938|10938|10938|10938|10938.0|2415|DRI47||Low Fat|0.020818872|Hard Drinks|144.4128|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10939|10939|10939|10939|10939|10939|10939|10939|10939.0|2416|DRG03|14.5|Low Fat|0.062082947|Dairy|155.7998|OUT049|1999|Medium|Tier 1|Supermarket Type1|
10940|10940|10940|10940|10940|10940|10940|10940|10940.0|2417|FDG21|17.35|Regular|0.146178155|Seafood|149.905|OUT013|1987|High|Tier 3|Supermarket Type1|
10941|10941|10941|10941|10941|10941|10941|10941|10941.0|2418|FDW03|5.63|Regular|0.024641247|Meat|104.6306|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10942|10942|10942|10942|10942|10942|10942|10942|10942.0|2419|NCI55|18.6|Low Fat|0.012653565|Household|121.2414|OUT046|1997|Small|Tier 1|Supermarket Type1|
10943|10943|10943|10943|10943|10943|10943|10943|10943.0|2420|DRC36||Regular|0.078762707|Soft Drinks|175.6054|OUT019|1985|Small|Tier 1|Grocery Store|
10944|10944|10944|10944|10944|10944|10944|10944|55555555555|2421|FDH22|6.405|LF|0.13707192|Snack Foods|128.5678|OUT017|2007||Tier 2|Supermarket Type1|
10945|10945|10945|10945|10945|10945|10945|10945|10945.0|2422|FDV20|20.2|Regular|0.05992268200000001|Fruits and Vegetables|127.8678|OUT045|2002||Tier 2|Supermarket Type1|
10946|10946|10946|10946|10946|10946|10946|10946|10946.0|2423|NCU41||Low Fat|0.051802741|Health and Hygiene|192.8846|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10947|10947|10947|10947|10947|10947|10947|10947|10947.0|2424|FDN46||Regular|0.143931094|Snack Foods|104.3332|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10948|10948|10948|10948|10948|10948|10948|10948|10948.0|2425|FDK50|7.96|Low Fat|0.028420723999999998|Canned|161.8894|OUT045|2002||Tier 2|Supermarket Type1|
10949|10949|10949|10949|10949|10949|10949|10949|10949.0|2426|NCA05||Low Fat|0.025008936000000002|Health and Hygiene|147.6734|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10950|10950|10950|10950|10950|10950|10950|10950|10950.0|2427|DRH01|17.5|Low Fat|0.09830284800000001|Soft Drinks|173.4738|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10951|10951|10951|10951|10951|10951|10951|10951|10951.0|2428|FDT08|13.65|Low Fat|0.049418994|Fruits and Vegetables|149.505|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10952|10952|10952|10952|10952|10952|10952|10952|10952.0|2429|FDM08|10.1|Regular|0.053802487|Fruits and Vegetables|224.2088|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10953|10953|10953|10953|10953|10953|10953|10953|10953.0|2430|FDZ07|15.1|Regular|0.093873561|Fruits and Vegetables|60.5194|OUT035|2004|Small|Tier 2|Supermarket Type1|
10954|10954|10954|10954|10954|10954|10954|10954|10954.0|2431|FDS22|16.85|Regular|0.02328537|Snack Foods|45.4428|OUT017|2007||Tier 2|Supermarket Type1|
10955|10955|10955|10955|10955|10955|10955|10955|10955.0|2432|FDV35||Low Fat|0.127585158|Breads|156.5314|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10956|10956|10956|10956|10956|10956|10956|10956|10956.0|2433|FDI28|14.3|Low Fat|0.044057131|Frozen Foods|77.9302|OUT010|1998||Tier 3|Grocery Store|
10957|10957|10957|10957|10957|10957|10957|10957|10957.0|2434|FDW58||Low Fat|0.007516516999999999|Snack Foods|107.6622|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10958|10958|10958|10958|10958|10958|10958|10958|10958.0|2435|FDT52|9.695|Regular|0.047525766|Frozen Foods|245.2144|OUT045|2002||Tier 2|Supermarket Type1|
10959|10959|10959|10959|10959|10959|10959|10959|10959.0|2436|FDY34|10.5|Regular|0.010981858|Snack Foods|164.1842|OUT046|1997|Small|Tier 1|Supermarket Type1|
10960|10960|10960|10960|10960|10960|10960|10960|10960.0|2437|FDR10|17.6|Low Fat|0.010039894|Snack Foods|160.6552|OUT046|1997|Small|Tier 1|Supermarket Type1|
10961|10961|10961|10961|10961|10961|10961|10961|10961.0|2438|FDK57|10.195|Low Fat|0.08074705900000001|Snack Foods|120.544|OUT017|2007||Tier 2|Supermarket Type1|
10962|10962|10962|10962|10962|10962|10962|10962|10962.0|2439|FDR02||Low Fat|0.021958822000000003|Dairy|109.2886|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10963|10963|10963|10963|10963|10963|10963|10963|10963.0|2440|FDX49|4.615|Regular|0.101831776|Canned|234.03|OUT046|1997|Small|Tier 1|Supermarket Type1|
10964|10964|10964|10964|10964|10964|10964|10964|10964.0|2441|FDQ20|8.325|Low Fat|0.029784839|Fruits and Vegetables|40.4138|OUT046|1997|Small|Tier 1|Supermarket Type1|
10965|10965|10965|10965|10965|10965|10965|10965|10965.0|2442|DRK23|8.395|Low Fat|0.072122618|Hard Drinks|252.104|OUT045|2002||Tier 2|Supermarket Type1|
10966|10966|10966|10966|10966|10966|10966|10966|10966.0|2443|NCW06|16.2|Low Fat|0.050340435999999995|Household|191.6162|OUT046|1997|Small|Tier 1|Supermarket Type1|
10967|10967|10967|10967|10967|10967|10967|10967|10967.0|2444|FDR31|6.46|Regular|0.04944097|Fruits and Vegetables|146.4102|OUT017|2007||Tier 2|Supermarket Type1|
10968|10968|10968|10968|10968|10968|10968|10968|10968.0|2445|NCE43|12.5|Low Fat|0.103356186|Household|168.9448|OUT013|1987|High|Tier 3|Supermarket Type1|
10969|10969|10969|10969|10969|10969|10969|10969|10969.0|2446|DRO59||Low Fat|0.053892008|Hard Drinks|76.6012|OUT027|1985|Medium|Tier 3|Supermarket Type3|
10970|10970|10970|10970|10970|10970|10970|10970|10970.0|2447|FDN09|14.15|Low Fat|0.03492891|Snack Foods|244.4828|OUT049|1999|Medium|Tier 1|Supermarket Type1|
10971|10971|10971|10971|10971|10971|10971|10971|10971.0|2448|FDR11|10.5|Regular|0.142538224|Breads|161.1578|OUT046|1997|Small|Tier 1|Supermarket Type1|
10972|10972|10972|10972|10972|10972|10972|10972|10972.0|2449|FDO57|20.75|Low Fat|0.108619696|Snack Foods|161.9578|OUT013|1987|High|Tier 3|Supermarket Type1|
10973|10973|10973|10973|10973|10973|10973|10973|10973.0|2450|NCX18|14.15|Low Fat|0.008843726|Household|196.71099999999998|OUT017|2007||Tier 2|Supermarket Type1|
10974|10974|10974|10974|10974|10974|10974|10974|10974.0|2451|FDB05|5.155|Low Fat|0.08353725599999999|Frozen Foods|248.8776|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10975|10975|10975|10975|10975|10975|10975|10975|10975.0|2452|FDQ08|15.7|Regular|0.019007466|Fruits and Vegetables|60.3536|OUT018|2009|Medium|Tier 3|Supermarket Type2|
10976|10976|10976|10976|10976|10976|10976|10976|10976.0|2453|NCG43|20.2|Low Fat|0.074225409|Household|94.0462|OUT035|2004|Small|Tier 2|Supermarket Type1|
10977|10977|10977|10977|10977|10977|10977|10977|10977.0|2454|FDJ56|8.985|Low Fat|0.183250395|Fruits and Vegetables|101.87|OUT013|1987|High|Tier 3|Supermarket Type1|
10978|10978|10978|10978|10978|10978|10978|10978|10978.0|2455|FDA13|15.85||0.131484879|Canned|35.9506|OUT010|1998||Tier 3|Grocery Store|
10979|10979|10979|10979|10979|10979|10979|10979|10979.0|2456|FDO56|10.195|Regular|0.045236995999999995|Fruits and Vegetables|116.3808|OUT017|2007||Tier 2|Supermarket Type1|
10980|10980|10980|10980|10980|10980|10980|10980|10980.0|2457|FDB37|20.25|Regular|0.0|Baking Goods|240.4538|OUT018|2009|Medium|Tier 3|Supermarket Type2|
